ID,raw_event_ID,game_ID,half,start_time,end_time,player_ID,team_ID,action,successful,pos_x,pos_y
KEY-20190413CHINC-180,RAW-20190413CHINC-1031,20190413CHINC,1,22:34,22:54,64,NC,challenge,0,82.7,25.3
KEY-20190413CHINC-181,RAW-20190413CHINC-1033,20190413CHINC,1,22:35,22:55,34,CHI,recovery,\N,17.7,38.5
KEY-20190413CHINC-182,RAW-20190413CHINC-1034,20190413CHINC,1,22:36,22:56,161,CHI,challenge,0,31.1,39.3
KEY-20190413CHINC-183,RAW-20190413CHINC-1035,20190413CHINC,1,22:36,22:56,254,NC,challenge,1,73.9,28.7
KEY-20190413CHINC-184,RAW-20190413CHINC-1037,20190413CHINC,1,22:36,22:56,254,NC,tackle,1,73.9,28.7
KEY-20190413CHINC-185,RAW-20190413CHINC-1039,20190413CHINC,1,22:36,22:56,161,CHI,take_on,0,31.1,39.3
KEY-20190413CHINC-186,RAW-20190413CHINC-1042,20190413CHINC,1,22:40,23:00,42,NC,recovery,\N,63.1,25.4
KEY-20190413CHINC-187,RAW-20190413CHINC-1046,20190413CHINC,1,22:46,23:06,54,NC,dribble,1,72.4,50.2
KEY-20190413CHINC-188,RAW-20190413CHINC-1058,20190413CHINC,1,22:53,23:13,34,CHI,recovery,\N,23.8,27.8
KEY-20190413CHINC-189,RAW-20190413CHINC-1061,20190413CHINC,1,22:54,23:14,244,NC,recovery,\N,75.5,44.7
KEY-20190413CHINC-190,RAW-20190413CHINC-1080,20190413CHINC,1,23:17,23:37,65,CHI,dribble,1,39.0,19.5
KEY-20190413CHINC-191,RAW-20190413CHINC-1082,20190413CHINC,1,23:19,23:39,169,NC,challenge,0,68.5,42.1
KEY-20190413CHINC-192,RAW-20190413CHINC-1083,20190413CHINC,1,23:19,23:39,65,CHI,take_on,1,36.5,25.9
KEY-20190413CHINC-193,RAW-20190413CHINC-1084,20190413CHINC,1,23:19,23:39,169,NC,tackle,0,68.5,42.1
KEY-20190413CHINC-194,RAW-20190413CHINC-1104,20190413CHINC,1,23:46,24:06,254,NC,dribble,1,43.0,25.7
KEY-20190413CHINC-195,RAW-20190413CHINC-1117,20190413CHINC,1,23:58,24:18,222,CHI,foul,\N,34.4,60.3
KEY-20190413CHINC-196,RAW-20190413CHINC-1122,20190413CHINC,1,24:42,25:02,65,CHI,challenge,1,12.5,29.1
KEY-20190413CHINC-197,RAW-20190413CHINC-1125,20190413CHINC,1,24:42,25:02,64,NC,challenge,0,92.5,38.9
KEY-20190413CHINC-198,RAW-20190413CHINC-1131,20190413CHINC,1,24:44,25:04,169,NC,recovery,\N,85.7,35.0
KEY-20190413CHINC-199,RAW-20190413CHINC-1162,20190413CHINC,1,25:46,26:06,247,CHI,recovery,\N,32.8,62.0
KEY-20190413CHINC-200,RAW-20190413CHINC-1170,20190413CHINC,1,25:53,26:13,117,CHI,dribble,1,79.1,38.6
KEY-20190413CHINC-201,RAW-20190413CHINC-1173,20190413CHINC,1,25:54,26:14,125,NC,tackle,0,13.5,33.3
KEY-20190413CHINC-202,RAW-20190413CHINC-1174,20190413CHINC,1,25:54,26:14,125,NC,challenge,0,13.5,33.3
KEY-20190413CHINC-203,RAW-20190413CHINC-1175,20190413CHINC,1,25:54,26:14,117,CHI,take_on,1,91.5,34.7
KEY-20190413CHINC-204,RAW-20190413CHINC-1187,20190413CHINC,1,26:46,27:06,65,CHI,recovery,\N,2.0,6.3
KEY-20190413CHINC-205,RAW-20190413CHINC-1193,20190413CHINC,1,27:00,27:20,142,CHI,recovery,\N,12.9,12.1
KEY-20190413CHINC-206,RAW-20190413CHINC-1199,20190413CHINC,1,27:02,27:22,92,NC,recovery,\N,78.2,56.6
KEY-20190413CHINC-207,RAW-20190413CHINC-1202,20190413CHINC,1,27:03,27:23,54,NC,challenge,0,94.8,60.1
KEY-20190413CHINC-208,RAW-20190413CHINC-1203,20190413CHINC,1,27:03,27:23,142,CHI,tackle,1,10.2,7.9
KEY-20190413CHINC-209,RAW-20190413CHINC-1205,20190413CHINC,1,27:03,27:23,142,CHI,challenge,1,10.2,7.9
KEY-20190413CHINC-210,RAW-20190413CHINC-1219,20190413CHINC,1,27:36,27:56,64,NC,recovery,\N,8.8,62.1
KEY-20190413CHINC-211,RAW-20190413CHINC-1224,20190413CHINC,1,27:42,28:02,254,NC,recovery,\N,22.6,54.2
KEY-20190413CHINC-212,RAW-20190413CHINC-1238,20190413CHINC,1,27:53,28:13,247,CHI,recovery,\N,65.8,57.6
KEY-20190413CHINC-213,RAW-20190413CHINC-1269,20190413CHINC,1,28:21,28:41,160,CHI,recovery,\N,13.8,27.4
KEY-20190413CHINC-214,RAW-20190413CHINC-1282,20190413CHINC,1,28:35,28:55,92,NC,recovery,\N,38.6,49.9
KEY-20190413CHINC-215,RAW-20190413CHINC-1318,20190413CHINC,1,29:22,29:42,152,NC,dribble,1,62.9,23.2
KEY-20190413CHINC-216,RAW-20190413CHINC-1323,20190413CHINC,1,29:27,29:47,160,CHI,recovery,\N,3.7,32.3
KEY-20190413CHINC-217,RAW-20190413CHINC-1353,20190413CHINC,1,30:42,31:02,163,CHI,challenge,1,9.2,27.5
KEY-20190413CHINC-218,RAW-20190413CHINC-1354,20190413CHINC,1,30:42,31:02,152,NC,challenge,0,95.8,40.5
KEY-20190413CHINC-219,RAW-20190413CHINC-1358,20190413CHINC,1,30:44,31:04,161,CHI,recovery,\N,13.3,36.9
KEY-20190413CHINC-220,RAW-20190413CHINC-1364,20190413CHINC,1,30:46,31:06,54,NC,recovery,\N,87.5,36.8
KEY-20190413CHINC-221,RAW-20190413CHINC-1377,20190413CHINC,1,34:13,34:33,64,NC,recovery,\N,39.4,38.3
KEY-20190413CHINC-222,RAW-20190413CHINC-1383,20190413CHINC,1,34:18,34:38,140,NC,dribble,1,46.1,16.1
KEY-20190413CHINC-223,RAW-20190413CHINC-1393,20190413CHINC,1,34:49,35:09,247,CHI,challenge,0,42.4,42.7
KEY-20190413CHINC-224,RAW-20190413CHINC-1394,20190413CHINC,1,34:49,35:09,244,NC,challenge,1,62.6,25.3
KEY-20190413CHINC-225,RAW-20190413CHINC-1399,20190413CHINC,1,34:51,35:11,45,CHI,recovery,\N,36.0,41.7
KEY-20190413CHINC-226,RAW-20190413CHINC-1405,20190413CHINC,1,34:54,35:14,161,CHI,recovery,\N,47.8,61.7
KEY-20190413CHINC-227,RAW-20190413CHINC-1423,20190413CHINC,1,35:11,35:31,54,NC,dribble,1,74.3,58.3
KEY-20190413CHINC-228,RAW-20190413CHINC-1429,20190413CHINC,1,35:22,35:42,163,CHI,challenge,1,9.8,28.9
KEY-20190413CHINC-229,RAW-20190413CHINC-1432,20190413CHINC,1,35:22,35:42,146,NC,challenge,0,95.2,39.1
KEY-20190413CHINC-230,RAW-20190413CHINC-1436,20190413CHINC,1,35:24,35:44,65,CHI,recovery,\N,15.2,21.6
KEY-20190413CHINC-231,RAW-20190413CHINC-1456,20190413CHINC,1,35:46,36:06,92,NC,recovery,\N,24.9,41.3
KEY-20190413CHINC-232,RAW-20190413CHINC-1466,20190413CHINC,1,36:07,36:27,64,NC,recovery,\N,26.5,55.2
KEY-20190413CHINC-233,RAW-20190413CHINC-1470,20190413CHINC,1,36:13,36:33,45,CHI,recovery,\N,27.0,42.7
KEY-20190413CHINC-234,RAW-20190413CHINC-1479,20190413CHINC,1,36:20,36:40,64,NC,challenge,0,55.4,37.6
KEY-20190413CHINC-235,RAW-20190413CHINC-1480,20190413CHINC,1,36:20,36:40,117,CHI,challenge,1,49.6,30.4
KEY-20190413CHINC-236,RAW-20190413CHINC-1499,20190413CHINC,1,36:41,37:01,244,NC,take_on,0,39.9,9.1
KEY-20190413CHINC-237,RAW-20190413CHINC-1500,20190413CHINC,1,36:41,37:01,45,CHI,challenge,1,65.1,58.9
KEY-20190413CHINC-238,RAW-20190413CHINC-1501,20190413CHINC,1,36:41,37:01,244,NC,challenge,0,39.9,9.1
KEY-20190413CHINC-239,RAW-20190413CHINC-1502,20190413CHINC,1,36:41,37:01,45,CHI,tackle,1,65.1,58.9
KEY-20190413CHINC-240,RAW-20190413CHINC-1507,20190413CHINC,1,36:51,37:11,163,CHI,challenge,0,33.6,59.8
KEY-20190413CHINC-241,RAW-20190413CHINC-1508,20190413CHINC,1,36:51,37:11,146,NC,take_on,1,71.4,8.2
KEY-20190413CHINC-242,RAW-20190413CHINC-1509,20190413CHINC,1,36:51,37:11,163,CHI,tackle,0,33.6,59.8
KEY-20190413CHINC-243,RAW-20190413CHINC-1513,20190413CHINC,1,36:55,37:15,45,CHI,tackle,1,29.8,44.8
KEY-20190413CHINC-244,RAW-20190413CHINC-1515,20190413CHINC,1,36:55,37:15,169,NC,challenge,0,75.2,23.2
KEY-20190413CHINC-245,RAW-20190413CHINC-1516,20190413CHINC,1,36:55,37:15,45,CHI,challenge,1,29.8,44.8
KEY-20190413CHINC-246,RAW-20190413CHINC-1518,20190413CHINC,1,36:57,37:17,142,CHI,challenge,0,27.4,34.0
KEY-20190413CHINC-247,RAW-20190413CHINC-1519,20190413CHINC,1,36:57,37:17,54,NC,challenge,1,77.6,34.0
KEY-20190413CHINC-248,RAW-20190413CHINC-1521,20190413CHINC,1,36:57,37:17,142,CHI,foul,\N,28.1,35.5
KEY-20190413CHINC-249,RAW-20190413CHINC-1530,20190413CHINC,1,38:20,38:40,64,NC,challenge,0,94.8,20.9
KEY-20190413CHINC-250,RAW-20190413CHINC-1531,20190413CHINC,1,38:20,38:40,247,CHI,challenge,1,10.2,47.1
KEY-20190413CHINC-251,RAW-20190413CHINC-1546,20190413CHINC,1,38:49,39:09,163,CHI,challenge,0,4.6,30.0
KEY-20190413CHINC-252,RAW-20190413CHINC-1549,20190413CHINC,1,38:49,39:09,64,NC,challenge,1,100.4,38.0
KEY-20190413CHINC-253,RAW-20190413CHINC-1551,20190413CHINC,1,38:50,39:10,161,CHI,recovery,\N,6.8,34.8
KEY-20190413CHINC-254,RAW-20190413CHINC-1553,20190413CHINC,1,38:52,39:12,54,NC,challenge,0,90.2,43.7
KEY-20190413CHINC-255,RAW-20190413CHINC-1554,20190413CHINC,1,38:52,39:12,54,NC,tackle,0,90.2,43.7
KEY-20190413CHINC-256,RAW-20190413CHINC-1555,20190413CHINC,1,38:52,39:12,117,CHI,take_on,1,14.8,24.3
KEY-20190413CHINC-257,RAW-20190413CHINC-1556,20190413CHINC,1,38:52,39:12,54,NC,foul,\N,86.9,47.4
KEY-20190413CHINC-258,RAW-20190413CHINC-1563,20190413CHINC,1,39:21,39:41,152,NC,challenge,1,40.4,43.1
KEY-20190413CHINC-259,RAW-20190413CHINC-1564,20190413CHINC,1,39:21,39:41,161,CHI,challenge,0,64.6,24.9
KEY-20190413CHINC-260,RAW-20190413CHINC-1568,20190413CHINC,1,39:23,39:43,247,CHI,recovery,\N,53.3,34.0
KEY-20190413CHINC-261,RAW-20190413CHINC-1591,20190413CHINC,1,39:44,40:04,34,CHI,challenge,1,53.9,13.3
KEY-20190413CHINC-262,RAW-20190413CHINC-1594,20190413CHINC,1,39:44,40:04,254,NC,challenge,0,51.1,54.7
KEY-20190413CHINC-263,RAW-20190413CHINC-1600,20190413CHINC,1,39:48,40:08,92,NC,recovery,\N,30.8,53.8
KEY-20190413CHINC-264,RAW-20190413CHINC-1625,20190413CHINC,1,40:00,40:20,142,CHI,recovery,\N,63.1,19.9
KEY-20190413CHINC-265,RAW-20190413CHINC-1631,20190413CHINC,1,40:03,40:23,54,NC,recovery,\N,33.5,50.2
KEY-20190413CHINC-266,RAW-20190413CHINC-1635,20190413CHINC,1,40:06,40:26,146,NC,dribble,1,39.9,63.8
KEY-20190413CHINC-267,RAW-20190413CHINC-1638,20190413CHINC,1,40:09,40:29,34,CHI,tackle,0,58.1,8.5
KEY-20190413CHINC-268,RAW-20190413CHINC-1639,20190413CHINC,1,40:09,40:29,146,NC,take_on,1,46.9,59.5
KEY-20190413CHINC-269,RAW-20190413CHINC-1641,20190413CHINC,1,40:09,40:29,34,CHI,challenge,0,58.1,8.5
KEY-20190413CHINC-270,RAW-20190413CHINC-1647,20190413CHINC,1,40:17,40:37,161,CHI,recovery,\N,34.5,34.0
KEY-20190413CHINC-271,RAW-20190413CHINC-1663,20190413CHINC,1,40:35,40:55,247,CHI,dribble,1,76.3,61.8
KEY-20190413CHINC-272,RAW-20190413CHINC-1680,20190413CHINC,1,40:49,41:09,244,NC,recovery,\N,31.9,46.5
KEY-20190413CHINC-273,RAW-20190413CHINC-1685,20190413CHINC,1,40:51,41:11,80,CHI,recovery,\N,63.1,21.6
KEY-20190413CHINC-274,RAW-20190413CHINC-1690,20190413CHINC,1,40:59,41:19,34,CHI,dribble,1,78.5,11.7
KEY-20190413CHINC-275,RAW-20190413CHINC-1699,20190413CHINC,1,41:06,41:26,45,CHI,dribble,1,49.1,37.4
KEY-20190413CHINC-276,RAW-20190413CHINC-1706,20190413CHINC,1,41:12,41:32,64,NC,recovery,\N,15.6,45.6
KEY-20190413CHINC-277,RAW-20190413CHINC-1709,20190413CHINC,1,41:16,41:36,142,CHI,recovery,\N,72.7,11.6
KEY-20190413CHINC-278,RAW-20190413CHINC-1723,20190413CHINC,1,41:20,41:40,42,NC,challenge,0,15.5,36.9
KEY-20190413CHINC-279,RAW-20190413CHINC-1724,20190413CHINC,1,41:20,41:40,117,CHI,challenge,1,89.5,31.1
KEY-20190413CHINC-280,RAW-20190413CHINC-1737,20190413CHINC,1,41:35,41:55,244,NC,dribble,1,81.8,42.8
KEY-20190413CHINC-281,RAW-20190413CHINC-1743,20190413CHINC,1,41:36,41:56,160,CHI,save,\N,21.7,25.2
KEY-20190413CHINC-282,RAW-20190413CHINC-1760,20190413CHINC,1,42:45,43:05,34,CHI,challenge,0,59.6,8.3
KEY-20190413CHINC-283,RAW-20190413CHINC-1761,20190413CHINC,1,42:45,43:05,92,NC,challenge,1,45.4,59.7
KEY-20190413CHINC-284,RAW-20190413CHINC-1771,20190413CHINC,1,42:56,43:16,45,CHI,recovery,\N,28.6,34.0
KEY-20190413CHINC-285,RAW-20190413CHINC-1780,20190413CHINC,1,43:01,43:21,64,NC,recovery,\N,45.9,46.2
KEY-20190413CHINC-286,RAW-20190413CHINC-1782,20190413CHINC,1,43:03,43:23,45,CHI,recovery,\N,32.8,33.1
KEY-20190413CHINC-287,RAW-20190413CHINC-1791,20190413CHINC,1,43:11,43:31,65,CHI,recovery,\N,41.6,26.3
KEY-20190413CHINC-288,RAW-20190413CHINC-1802,20190413CHINC,1,43:22,43:42,65,CHI,dribble,1,63.5,50.8
KEY-20190413CHINC-289,RAW-20190413CHINC-1805,20190413CHINC,1,43:23,43:43,169,NC,challenge,0,38.8,18.9
KEY-20190413CHINC-290,RAW-20190413CHINC-1806,20190413CHINC,1,43:23,43:43,169,NC,tackle,0,38.8,18.9
KEY-20190413CHINC-291,RAW-20190413CHINC-1807,20190413CHINC,1,43:23,43:43,65,CHI,take_on,1,66.2,49.1
KEY-20190413CHINC-292,RAW-20190413CHINC-1821,20190413CHINC,1,43:49,44:09,222,CHI,challenge,0,71.9,56.4
KEY-20190413CHINC-293,RAW-20190413CHINC-1822,20190413CHINC,1,43:49,44:09,169,NC,challenge,1,33.1,11.6
KEY-20190413CHINC-294,RAW-20190413CHINC-1831,20190413CHINC,1,44:01,44:21,54,NC,dribble,1,72.1,58.4
KEY-20190413CHINC-295,RAW-20190413CHINC-1844,20190413CHINC,1,44:12,44:32,80,CHI,challenge,0,15.6,25.2
KEY-20190413CHINC-296,RAW-20190413CHINC-1845,20190413CHINC,1,44:12,44:32,54,NC,challenge,1,89.4,42.8
KEY-20190413CHINC-297,RAW-20190413CHINC-1851,20190413CHINC,1,44:41,45:01,169,NC,challenge,0,81.8,54.1
KEY-20190413CHINC-298,RAW-20190413CHINC-1852,20190413CHINC,1,44:41,45:01,65,CHI,challenge,1,23.2,13.9
KEY-20190413CHINC-299,RAW-20190413CHINC-1854,20190413CHINC,1,44:43,45:03,222,CHI,recovery,\N,26.1,24.1
KEY-20190413CHINC-300,RAW-20190413CHINC-1856,20190413CHINC,1,44:46,45:06,34,CHI,challenge,1,28.2,17.2
KEY-20190413CHINC-301,RAW-20190413CHINC-1857,20190413CHINC,1,44:46,45:06,169,NC,challenge,0,76.8,50.8
KEY-20190413CHINC-302,RAW-20190413CHINC-1858,20190413CHINC,1,44:46,45:06,65,CHI,recovery,\N,23.0,19.8
KEY-20190413CHINC-303,RAW-20190413CHINC-1864,20190413CHINC,1,44:57,45:17,64,NC,recovery,\N,28.1,63.5
KEY-20190413CHINC-304,RAW-20190413CHINC-1892,20190413CHINC,1,45:36,45:56,64,NC,recovery,\N,36.2,26.3
KEY-20190413CHINC-305,RAW-20190413CHINC-1911,20190413CHINC,1,46:08,46:28,65,CHI,challenge,0,31.2,8.0
KEY-20190413CHINC-306,RAW-20190413CHINC-1913,20190413CHINC,1,46:08,46:28,92,NC,challenge,1,73.8,60.0
KEY-20190413CHINC-307,RAW-20190413CHINC-1914,20190413CHINC,1,46:08,46:28,92,NC,tackle,1,73.8,60.0
KEY-20190413CHINC-308,RAW-20190413CHINC-1915,20190413CHINC,1,46:08,46:28,65,CHI,take_on,0,31.2,8.0
KEY-20190413CHINC-309,RAW-20190413CHINC-1918,20190413CHINC,1,46:09,46:29,54,NC,dribble,1,75.9,58.6
KEY-20190413CHINC-310,RAW-20190413CHINC-1921,20190413CHINC,1,46:09,46:29,54,NC,recovery,\N,75.9,58.6
KEY-20190413CHINC-311,RAW-20190413CHINC-1922,20190413CHINC,1,46:13,46:33,222,CHI,challenge,0,26.8,21.2
KEY-20190413CHINC-312,RAW-20190413CHINC-1923,20190413CHINC,1,46:13,46:33,222,CHI,tackle,0,26.8,21.2
KEY-20190413CHINC-313,RAW-20190413CHINC-1925,20190413CHINC,1,46:13,46:33,54,NC,take_on,1,78.2,46.8
KEY-20190413CHINC-314,RAW-20190413CHINC-1926,20190413CHINC,1,46:13,46:33,222,CHI,foul,\N,24.1,22.6
KEY-20190413CHINC-315,RAW-20190413CHINC-1940,20190413CHINC,1,47:59,48:19,146,NC,challenge,0,57.5,48.1
KEY-20190413CHINC-316,RAW-20190413CHINC-1941,20190413CHINC,1,47:59,48:19,65,CHI,challenge,1,47.5,19.9
KEY-20190413CHINC-317,RAW-20190413CHINC-1945,20190413CHINC,1,48:00,48:20,34,CHI,recovery,\N,58.8,20.7
KEY-20190413CHINC-318,RAW-20190413CHINC-1949,20190413CHINC,1,48:02,48:22,117,CHI,challenge,1,70.7,20.1
KEY-20190413CHINC-319,RAW-20190413CHINC-1951,20190413CHINC,1,48:02,48:22,64,NC,challenge,0,34.3,47.9
KEY-20190413CHINC-320,RAW-20190413CHINC-1959,20190413CHINC,1,48:06,48:26,80,CHI,recovery,\N,47.0,11.7
KEY-20190413CHINC-321,RAW-20190413CHINC-1967,20190413CHINC,1,48:12,48:32,125,NC,recovery,\N,8.5,47.4
KEY-20190413CHINC-322,RAW-20190413CHINC-1977,20190413CHINC,1,48:24,48:44,142,CHI,challenge,0,30.2,24.4
KEY-20190413CHINC-323,RAW-20190413CHINC-1978,20190413CHINC,1,48:24,48:44,146,NC,challenge,1,74.8,43.6
KEY-20190413CHINC-324,RAW-20190413CHINC-1985,20190413CHINC,1,48:27,48:47,146,NC,recovery,\N,75.2,43.6
KEY-20190413CHINC-325,RAW-20190413CHINC-1999,20190413CHINC,2,45:07,45:27,146,NC,challenge,1,24.1,5.9
KEY-20190413CHINC-326,RAW-20190413CHINC-2000,20190413CHINC,2,45:07,45:27,247,CHI,challenge,0,80.9,62.1
KEY-20190413CHINC-327,RAW-20190413CHINC-2006,20190413CHINC,2,45:09,45:29,65,CHI,challenge,0,79.2,63.2
KEY-20190413CHINC-328,RAW-20190413CHINC-2007,20190413CHINC,2,45:09,45:29,146,NC,challenge,1,25.8,4.8
KEY-20190413CHINC-329,RAW-20190413CHINC-2012,20190413CHINC,2,45:11,45:31,45,CHI,recovery,\N,71.2,63.0
KEY-20190413CHINC-330,RAW-20190413CHINC-2014,20190413CHINC,2,45:13,45:33,42,NC,recovery,\N,25.4,17.9
KEY-20190413CHINC-331,RAW-20190413CHINC-2039,20190413CHINC,2,45:40,46:00,64,NC,recovery,\N,14.5,66.5
KEY-20190413CHINC-332,RAW-20190413CHINC-2055,20190413CHINC,2,46:02,46:22,64,NC,dribble,1,30.5,53.4
KEY-20190413CHINC-333,RAW-20190413CHINC-2063,20190413CHINC,2,46:09,46:29,146,NC,challenge,0,58.8,58.4
KEY-20190413CHINC-334,RAW-20190413CHINC-2064,20190413CHINC,2,46:09,46:29,65,CHI,challenge,1,46.2,9.6
KEY-20190413CHINC-335,RAW-20190413CHINC-2065,20190413CHINC,2,46:09,46:29,65,CHI,tackle,1,46.2,9.6
KEY-20190413CHINC-336,RAW-20190413CHINC-2069,20190413CHINC,2,46:11,46:31,34,CHI,challenge,0,55.2,6.8
KEY-20190413CHINC-337,RAW-20190413CHINC-2070,20190413CHINC,2,46:11,46:31,64,NC,challenge,1,49.8,61.2
KEY-20190413CHINC-338,RAW-20190413CHINC-2071,20190413CHINC,2,46:13,46:33,64,NC,recovery,\N,51.5,64.3
KEY-20190413CHINC-339,RAW-20190413CHINC-2075,20190413CHINC,2,46:15,46:35,146,NC,dribble,1,56.9,57.3
KEY-20190413CHINC-340,RAW-20190413CHINC-2081,20190413CHINC,2,46:23,46:43,160,CHI,save,\N,30.9,52.5
KEY-20190413CHINC-341,RAW-20190413CHINC-2087,20190413CHINC,2,46:40,47:00,140,NC,challenge,1,85.9,5.2
KEY-20190413CHINC-342,RAW-20190413CHINC-2088,20190413CHINC,2,46:40,47:00,247,CHI,challenge,0,19.1,62.8
KEY-20190413CHINC-343,RAW-20190413CHINC-2089,20190413CHINC,2,46:40,47:00,140,NC,tackle,1,85.9,5.2
KEY-20190413CHINC-344,RAW-20190413CHINC-2090,20190413CHINC,2,46:40,47:00,247,CHI,take_on,0,19.1,62.8
KEY-20190413CHINC-345,RAW-20190413CHINC-2094,20190413CHINC,2,46:47,47:07,45,CHI,challenge,0,9.2,58.8
KEY-20190413CHINC-346,RAW-20190413CHINC-2095,20190413CHINC,2,46:47,47:07,146,NC,challenge,1,95.8,9.2
KEY-20190413CHINC-347,RAW-20190413CHINC-2098,20190413CHINC,2,46:48,47:08,146,NC,recovery,\N,99.5,9.4
KEY-20190413CHINC-348,RAW-20190413CHINC-2116,20190413CHINC,2,47:38,47:58,92,NC,recovery,\N,51.9,66.5
KEY-20190413CHINC-349,RAW-20190413CHINC-2127,20190413CHINC,2,47:47,48:07,247,CHI,challenge,0,57.8,53.1
KEY-20190413CHINC-350,RAW-20190413CHINC-2128,20190413CHINC,2,47:47,48:07,140,NC,challenge,1,47.2,14.9
KEY-20190413CHINC-351,RAW-20190413CHINC-2130,20190413CHINC,2,47:48,48:08,161,CHI,recovery,\N,57.3,47.7
KEY-20190413CHINC-352,RAW-20190413CHINC-2163,20190413CHINC,2,48:28,48:48,64,NC,challenge,1,10.3,35.4
KEY-20190413CHINC-353,RAW-20190413CHINC-2165,20190413CHINC,2,48:28,48:48,34,CHI,challenge,0,94.7,32.6
KEY-20190413CHINC-354,RAW-20190413CHINC-2168,20190413CHINC,2,48:31,48:51,92,NC,recovery,\N,3.4,49.4
KEY-20190413CHINC-355,RAW-20190413CHINC-2175,20190413CHINC,2,48:33,48:53,142,CHI,recovery,\N,75.0,10.9
